document,degradation,level,pipeline,cer,wer,taux_mots_detectes,taux_mots_manquants
0001463448.png,rotation_legere,faible,deskew_seul,0.2222222222222222,0.4214876033057851,0.7368421052631579,0.26315789473684215
0001463448.png,rotation_legere,faible,denoise_seul,0.2412280701754386,0.5206611570247934,0.8289473684210527,0.17105263157894735
0001463448.png,rotation_legere,faible,contraste_seul,0.18859649122807018,0.4297520661157025,0.8026315789473685,0.19736842105263153
0001463448.png,rotation_legere,faible,binarisation_seule,0.3757309941520468,0.7603305785123967,0.5657894736842105,0.4342105263157895
0001463448.png,rotation_legere,faible,pipeline_complet,0.4619883040935672,0.7520661157024794,0.40789473684210525,0.5921052631578947
0011976929.png,rotation_legere,faible,aucun,0.278372591006424,0.475,0.704225352112676,0.295774647887324
0011976929.png,rotation_legere,faible,deskew_seul,0.2398286937901499,0.4375,0.7464788732394366,0.2535211267605634
0011976929.png,rotation_legere,faible,denoise_seul,0.2740899357601713,0.475,0.7183098591549296,0.2816901408450704
0011976929.png,rotation_legere,faible,contraste_seul,0.2890792291220557,0.525,0.6619718309859155,0.3380281690140845
0011976929.png,rotation_legere,faible,binarisation_seule,0.25910064239828695,0.5375,0.6338028169014085,0.3661971830985915
0011976929.png,rotation_legere,faible,pipeline_complet,0.5610278372591007,0.8,0.352112676056338,0.647887323943662
0060000813.png,rotation_legere,faible,aucun,0.726628895184136,0.8,0.671875,0.328125
0060000813.png,rotation_legere,faible,deskew_seul,0.7237960339943342,0.7904761904761904,0.75,0.25
0060000813.png,rotation_legere,faible,denoise_seul,0.7322946175637394,0.8476190476190476,0.734375,0.265625
0060000813.png,rotation_legere,faible,contraste_seul,0.7209631728045326,0.7904761904761904,0.71875,0.28125
0060000813.png,rotation_legere,faible,binarisation_seule,0.7634560906515581,0.9333333333333333,0.640625,0.359375
0060000813.png,rotation_legere,faible,pipeline_complet,0.7365439093484419,0.9809523809523809,0.390625,0.609375
0060007216.png,rotation_legere,moyen,aucun,0.6984435797665369,0.9285714285714286,0.4520547945205479,0.547945205479452
0060007216.png,rotation_legere,moyen,deskew_seul,0.48638132295719844,0.5952380952380952,0.6986301369863014,0.3013698630136986
0060007216.png,rotation_legere,moyen,denoise_seul,0.7101167315175098,0.9523809523809523,0.4520547945205479,0.547945205479452
0060007216.png,rotation_legere,moyen,contraste_seul,0.7023346303501945,0.9047619047619048,0.4657534246575342,0.5342465753424658
0060007216.png,rotation_legere,moyen,binarisation_seule,0.7392996108949417,0.9523809523809523,0.3287671232876712,0.6712328767123288
0060007216.png,rotation_legere,moyen,pipeline_complet,0.688715953307393,0.9285714285714286,0.0958904109589041,0.904109589041096
87533049.png,rotation_legere,moyen,aucun,0.6140350877192983,0.9090909090909091,0.27956989247311825,0.7204301075268817
87533049.png,rotation_legere,moyen,deskew_seul,0.6092503987240829,0.8727272727272727,0.5053763440860215,0.4946236559139785
87533049.png,rotation_legere,moyen,denoise_seul,0.6012759170653907,0.8909090909090909,0.3225806451612903,0.6774193548387097
87533049.png,rotation_legere,moyen,contraste_seul,0.5741626794258373,0.8818181818181818,0.3225806451612903,0.6774193548387097
87533049.png,rotation_legere,moyen,binarisation_seule,0.5885167464114832,0.9454545454545454,0.16129032258064516,0.8387096774193549
87533049.png,rotation_legere,moyen,pipeline_complet,0.6730462519936204,0.9454545454545454,0.1827956989247312,0.8172043010752688
00040534.png,rotation_legere,moyen,aucun,0.6870805369127517,0.9158878504672897,0.3218390804597701,0.6781609195402298
00040534.png,rotation_legere,moyen,deskew_seul,0.6837248322147651,0.8878504672897196,0.40804597701149425,0.5919540229885057
00040534.png,rotation_legere,moyen,denoise_seul,0.636744966442953,0.8551401869158879,0.3448275862068966,0.6551724137931034
00040534.png,rotation_legere,moyen,contraste_seul,0.6593959731543624,0.8411214953271028,0.20689655172413793,0.7931034482758621
00040534.png,rotation_legere,moyen,binarisation_seule,0.8951342281879194,0.9766355140186916,0.04597701149425287,0.9540229885057472
00040534.png,rotation_legere,moyen,pipeline_complet,0.7760067114093959,0.9439252336448598,0.10919540229885058,0.8908045977011494
80707440_7443.png,rotation_legere,moyen,aucun,0.2932405566600398,0.39106145251396646,0.6573426573426573,0.3426573426573427
80707440_7443.png,rotation_legere,moyen,deskew_seul,0.24950298210735586,0.35195530726256985,0.6713286713286714,0.32867132867132864
80707440_7443.png,rotation_legere,moyen,denoise_seul,0.25646123260437376,0.33519553072625696,0.7062937062937062,0.29370629370629375
80707440_7443.png,rotation_legere,moyen,contraste_seul,0.2276341948310139,0.3407821229050279,0.7412587412587412,0.25874125874125875
80707440_7443.png,rotation_legere,moyen,binarisation_seule,0.26938369781312127,0.43575418994413406,0.6363636363636364,0.36363636363636365
80707440_7443.png,rotation_legere,moyen,pipeline_complet,0.6163021868787276,0.8603351955307262,0.23776223776223776,0.7622377622377623
80310840a.png,rotation_legere,moyen,aucun,0.42824943651389935,0.719047619047619,0.5333333333333333,0.4666666666666667
80310840a.png,rotation_legere,moyen,deskew_seul,0.4417731029301277,0.6619047619047619,0.4666666666666667,0.5333333333333333
80310840a.png,rotation_legere,moyen,denoise_seul,0.4425244177310293,0.7142857142857143,0.503030303030303,0.49696969696969695
80310840a.png,rotation_legere,moyen,contraste_seul,0.49586776859504134,0.7095238095238096,0.4909090909090909,0.509090909090909
80310840a.png,rotation_legere,moyen,binarisation_seule,0.5469571750563486,0.8,0.3939393939393939,0.6060606060606061
80310840a.png,rotation_legere,moyen,pipeline_complet,0.6145755071374907,0.8476190476190476,0.18181818181818182,0.8181818181818181
91315069_91315070.png,rotation_legere,moyen,aucun,0.3492407809110629,0.48148148148148145,0.7536231884057971,0.24637681159420288
91315069_91315070.png,rotation_legere,moyen,deskew_seul,0.5661605206073753,0.691358024691358,0.7681159420289855,0.23188405797101452
91315069_91315070.png,rotation_legere,moyen,denoise_seul,0.368763557483731,0.5061728395061729,0.6956521739130435,0.30434782608695654
91315069_91315070.png,rotation_legere,moyen,contraste_seul,0.34273318872017355,0.4567901234567901,0.7101449275362319,0.28985507246376807
91315069_91315070.png,rotation_legere,moyen,binarisation_seule,0.3774403470715835,0.6172839506172839,0.6086956521739131,0.3913043478260869
91315069_91315070.png,rotation_legere,moyen,pipeline_complet,0.45336225596529284,0.7283950617283951,0.36231884057971014,0.6376811594202898
92094746.png,rotation_legere,moyen,aucun,0.6334792122538293,0.8355263157894737,0.5166666666666667,0.4833333333333333
92094746.png,rotation_legere,moyen,deskew_seul,0.5809628008752735,0.7236842105263158,0.6083333333333333,0.3916666666666667
92094746.png,rotation_legere,moyen,denoise_seul,0.6411378555798687,0.8421052631578947,0.5333333333333333,0.4666666666666667
92094746.png,rotation_legere,moyen,contraste_seul,0.5678336980306345,0.8026315789473685,0.49166666666666664,0.5083333333333333
92094746.png,rotation_legere,moyen,binarisation_seule,0.6312910284463895,0.868421052631579,0.36666666666666664,0.6333333333333333
92094746.png,rotation_legere,moyen,pipeline_complet,0.6991247264770241,0.9144736842105263,0.3416666666666667,0.6583333333333333
00836816.png,rotation_legere,moyen,aucun,0.32035053554040893,0.46285714285714286,0.5384615384615384,0.46153846153846156
00836816.png,rotation_legere,moyen,deskew_seul,0.3349561830574489,0.4857142857142857,0.5384615384615384,0.46153846153846156
00836816.png,rotation_legere,moyen,denoise_seul,0.2882181110029211,0.4514285714285714,0.5307692307692308,0.46923076923076923
00836816.png,rotation_legere,moyen,contraste_seul,0.3008763388510224,0.4342857142857143,0.5461538461538461,0.4538461538461539
00836816.png,rotation_legere,moyen,binarisation_seule,0.3281402142161636,0.5771428571428572,0.4230769230769231,0.5769230769230769
00836816.png,rotation_legere,moyen,pipeline_complet,0.5686465433300877,0.7885714285714286,0.25384615384615383,0.7461538461538462
92586242.png,rotation_legere,moyen,aucun,0.468,0.7283950617283951,0.43478260869565216,0.5652173913043479
92586242.png,rotation_legere,moyen,deskew_seul,0.426,0.7654320987654321,0.4492753623188406,0.5507246376811594
92586242.png,rotation_legere,moyen,denoise_seul,0.474,0.7407407407407407,0.4057971014492754,0.5942028985507246
92586242.png,rotation_legere,moyen,contraste_seul,0.474,0.7530864197530864,0.42028985507246375,0.5797101449275363
92586242.png,rotation_legere,moyen,binarisation_seule,0.488,0.7654320987654321,0.2898550724637681,0.7101449275362319
92586242.png,rotation_legere,moyen,pipeline_complet,0.632,0.8765432098765432,0.17391304347826086,0.8260869565217391
0000990274.png,rotation_legere,moyen,aucun,0.45375722543352603,0.7045454545454546,0.44,0.56
0000990274.png,rotation_legere,moyen,deskew_seul,0.36416184971098264,0.5227272727272727,0.66,0.33999999999999997
0000990274.png,rotation_legere,moyen,denoise_seul,0.44653179190751446,0.6742424242424242,0.5,0.5
0000990274.png,rotation_legere,moyen,contraste_seul,0.48121387283236994,0.7121212121212122,0.39,0.61
0000990274.png,rotation_legere,moyen,binarisation_seule,0.638728323699422,0.9090909090909091,0.19,0.81
0000990274.png,rotation_legere,moyen,pipeline_complet,0.5433526011560693,0.7954545454545454,0.25,0.75
0012178355.png,rotation_legere,moyen,aucun,0.558601134215501,0.8079470198675497,0.6,0.4
0012178355.png,rotation_legere,moyen,deskew_seul,0.43950850661625707,0.6688741721854304,0.6181818181818182,0.38181818181818183
0012178355.png,rotation_legere,moyen,denoise_seul,0.6238185255198487,0.8211920529801324,0.6090909090909091,0.3909090909090909
0012178355.png,rotation_legere,moyen,contraste_seul,0.5671077504725898,0.7880794701986755,0.5909090909090909,0.40909090909090906
0012178355.png,rotation_legere,moyen,binarisation_seule,0.5708884688090737,0.847682119205298,0.43636363636363634,0.5636363636363637
0012178355.png,rotation_legere,moyen,pipeline_complet,0.720226843100189,0.9337748344370861,0.11818181818181818,0.8818181818181818
92298125.png,rotation_legere,moyen,aucun,0.6814720812182741,0.9071428571428571,0.20869565217391303,0.7913043478260869
92298125.png,rotation_legere,moyen,deskew_seul,0.315989847715736,0.4785714285714286,0.7043478260869566,0.29565217391304344
92298125.png,rotation_legere,moyen,denoise_seul,0.8197969543147208,0.9428571428571428,0.23478260869565218,0.7652173913043478
92298125.png,rotation_legere,moyen,contraste_seul,0.949238578680203,1.0,0.017391304347826087,0.9826086956521739
92298125.png,rotation_legere,moyen,binarisation_seule,0.8540609137055838,0.9285714285714286,0.06956521739130435,0.9304347826086956
92298125.png,rotation_legere,moyen,pipeline_complet,0.39213197969543145,0.6714285714285714,0.4782608695652174,0.5217391304347826
00851879.png,rotation_legere,moyen,aucun,0.7152698048220436,0.8992805755395683,0.75,0.25
00851879.png,rotation_legere,moyen,deskew_seul,0.7210103329506314,0.8992805755395683,0.8303571428571429,0.1696428571428571
00851879.png,rotation_legere,moyen,denoise_seul,0.7152698048220436,0.8920863309352518,0.7678571428571429,0.2321428571428571
00851879.png,rotation_legere,moyen,contraste_seul,0.722158438576349,0.935251798561151,0.7589285714285714,0.2410714285714286
00851879.png,rotation_legere,moyen,binarisation_seule,0.7497129735935706,0.9856115107913669,0.6785714285714286,0.3214285714285714
00851879.png,rotation_legere,moyen,pipeline_complet,0.7347876004592423,0.9568345323741008,0.5982142857142857,0.4017857142857143
660978.png,rotation_legere,moyen,aucun,0.5510534846029174,0.6792452830188679,0.6629213483146067,0.3370786516853933
660978.png,rotation_legere,moyen,deskew_seul,0.5753646677471637,0.6415094339622641,0.6853932584269663,0.3146067415730337
660978.png,rotation_legere,moyen,denoise_seul,0.526742301458671,0.5754716981132075,0.7078651685393258,0.2921348314606742
660978.png,rotation_legere,moyen,contraste_seul,0.520259319286872,0.5943396226415094,0.651685393258427,0.348314606741573
660978.png,rotation_legere,moyen,binarisation_seule,0.5332252836304701,0.660377358490566,0.6404494382022472,0.3595505617977528
660978.png,rotation_legere,moyen,pipeline_complet,0.5883306320907618,0.7735849056603774,0.38202247191011235,0.6179775280898876
0011976929.png,rotation_legere,moyen,aucun,0.23554603854389722,0.4125,0.7464788732394366,0.2535211267605634
0011976929.png,rotation_legere,moyen,deskew_seul,0.3854389721627409,0.5,0.7183098591549296,0.2816901408450704
0011976929.png,rotation_legere,moyen,denoise_seul,0.2334047109207709,0.4,0.7605633802816901,0.23943661971830987
0011976929.png,rotation_legere,moyen,contraste_seul,0.4282655246252677,0.5375,0.7605633802816901,0.23943661971830987
0011976929.png,rotation_legere,moyen,binarisation_seule,0.284796573875803,0.6125,0.647887323943662,0.352112676056338
0011976929.png,rotation_legere,moyen,pipeline_complet,0.37259100642398285,0.7,0.4225352112676056,0.5774647887323944
01073843.png,rotation_legere,fort,aucun,0.7895734597156399,0.9239766081871345,0.3581081081081081,0.6418918918918919
01073843.png,rotation_legere,fort,deskew_seul,0.7943127962085308,0.935672514619883,0.3581081081081081,0.6418918918918919
01073843.png,rotation_legere,fort,denoise_seul,0.7658767772511849,0.9181286549707602,0.30405405405405406,0.6959459459459459
01073843.png,rotation_legere,fort,contraste_seul,0.7895734597156399,0.935672514619883,0.31756756756756754,0.6824324324324325
01073843.png,rotation_legere,fort,binarisation_seule,0.8009478672985783,0.935672514619883,0.2702702702702703,0.7297297297297297
01073843.png,rotation_legere,fort,pipeline_complet,0.8701421800947867,0.9649122807017544,0.08108108108108109,0.9189189189189189
88057519.png,rotation_legere,fort,aucun,1.0,1.0,0.0,1.0
88057519.png,rotation_legere,fort,deskew_seul,0.8481012658227848,0.972972972972973,0.029411764705882353,0.9705882352941176
88057519.png,rotation_legere,fort,denoise_seul,1.0,1.0,0.0,1.0
88057519.png,rotation_legere,fort,contraste_seul,1.0,1.0,0.0,1.0
88057519.png,rotation_legere,fort,binarisation_seule,1.0,1.0,0.0,1.0
88057519.png,rotation_legere,fort,pipeline_complet,0.7257383966244726,0.8918918918918919,0.11764705882352941,0.8823529411764706
0060007216.png,rotation_legere,fort,aucun,0.6848249027237354,0.8333333333333334,0.6575342465753424,0.34246575342465757
0060007216.png,rotation_legere,fort,deskew_seul,0.6517509727626459,0.7261904761904762,0.6575342465753424,0.34246575342465757
0060007216.png,rotation_legere,fort,denoise_seul,0.6906614785992218,0.8333333333333334,0.6438356164383562,0.3561643835616438
0060007216.png,rotation_legere,fort,contraste_seul,0.6926070038910506,0.8333333333333334,0.6301369863013698,0.36986301369863017
0060007216.png,rotation_legere,fort,binarisation_seule,0.7159533073929961,0.9523809523809523,0.3835616438356164,0.6164383561643836
0060007216.png,rotation_legere,fort,pipeline_complet,0.7198443579766537,0.9047619047619048,0.0958904109589041,0.904109589041096
89867723.png,rotation_legere,fort,aucun,0.923138510808647,1.0,0.006211180124223602,0.9937888198757764
89867723.png,rotation_legere,fort,deskew_seul,0.4467574059247398,0.6487804878048781,0.5714285714285714,0.4285714285714286
89867723.png,rotation_legere,fort,denoise_seul,0.9343474779823859,0.9707317073170731,0.037267080745341616,0.9627329192546584
89867723.png,rotation_legere,fort,contraste_seul,0.8951160928742994,0.975609756097561,0.062111801242236024,0.937888198757764
89867723.png,rotation_legere,fort,binarisation_seule,0.6821457165732586,0.8975609756097561,0.16149068322981366,0.8385093167701864
89867723.png,rotation_legere,fort,pipeline_complet,0.5388310648518815,0.9512195121951219,0.20496894409937888,0.7950310559006211
0000971160.png,rotation_legere,fort,aucun,0.3106694560669456,0.7310344827586207,0.3793103448275862,0.6206896551724138
0000971160.png,rotation_legere,fort,deskew_seul,0.17573221757322174,0.41379310344827586,0.6896551724137931,0.31034482758620685
0000971160.png,rotation_legere,fort,denoise_seul,0.35355648535564854,0.7379310344827587,0.3793103448275862,0.6206896551724138
0000971160.png,rotation_legere,fort,contraste_seul,0.3786610878661088,0.7310344827586207,0.3275862068965517,0.6724137931034483
0000971160.png,rotation_legere,fort,binarisation_seule,0.5617154811715481,0.8827586206896552,0.28448275862068967,0.7155172413793103
0000971160.png,rotation_legere,fort,pipeline_complet,0.5376569037656904,0.8413793103448276,0.2413793103448276,0.7586206896551724
00851772_1780.png,rotation_legere,fort,aucun,0.5186206896551724,0.6972477064220184,0.4782608695652174,0.5217391304347826
00851772_1780.png,rotation_legere,fort,deskew_seul,0.5117241379310344,0.6697247706422018,0.5108695652173914,0.48913043478260865
00851772_1780.png,rotation_legere,fort,denoise_seul,0.5158620689655172,0.6972477064220184,0.4891304347826087,0.5108695652173914
00851772_1780.png,rotation_legere,fort,contraste_seul,0.503448275862069,0.6697247706422018,0.4891304347826087,0.5108695652173914
00851772_1780.png,rotation_legere,fort,binarisation_seule,0.5282758620689655,0.7431192660550459,0.32608695652173914,0.6739130434782609
00851772_1780.png,rotation_legere,fort,pipeline_complet,0.6151724137931035,0.8256880733944955,0.22826086956521738,0.7717391304347826
91903177.png,rotation_legere,fort,aucun,0.4623287671232877,0.7264150943396226,0.49333333333333335,0.5066666666666666
91903177.png,rotation_legere,fort,deskew_seul,0.4606164383561644,0.7075471698113207,0.56,0.43999999999999995
91903177.png,rotation_legere,fort,denoise_seul,0.3835616438356164,0.6509433962264151,0.6133333333333333,0.3866666666666667
91903177.png,rotation_legere,fort,contraste_seul,0.4023972602739726,0.7358490566037735,0.5066666666666667,0.4933333333333333
91903177.png,rotation_legere,fort,binarisation_seule,0.5667808219178082,0.8679245283018868,0.32,0.6799999999999999
91903177.png,rotation_legere,fort,pipeline_complet,0.5633561643835616,0.8773584905660378,0.25333333333333335,0.7466666666666666
0060068489.png,rotation_legere,fort,aucun,0.5068493150684932,0.56,0.7015706806282722,0.2984293193717278
0060068489.png,rotation_legere,fort,deskew_seul,0.5636986301369863,0.6444444444444445,0.6596858638743456,0.3403141361256544
0060068489.png,rotation_legere,fort,denoise_seul,0.5267123287671233,0.5955555555555555,0.6963350785340314,0.3036649214659686
0060068489.png,rotation_legere,fort,contraste_seul,0.5294520547945205,0.5955555555555555,0.643979057591623,0.356020942408377
0060068489.png,rotation_legere,fort,binarisation_seule,0.5349315068493151,0.6711111111111111,0.5392670157068062,0.46073298429319376
0060068489.png,rotation_legere,fort,pipeline_complet,0.6212328767123287,0.8,0.39267015706806285,0.6073298429319371
91914407.png,rotation_legere,fort,aucun,0.314873417721519,0.47706422018348627,0.6966292134831461,0.3033707865168539
91914407.png,rotation_legere,fort,deskew_seul,0.3338607594936709,0.48623853211009177,0.6853932584269663,0.3146067415730337
91914407.png,rotation_legere,fort,denoise_seul,0.314873417721519,0.46788990825688076,0.7078651685393258,0.2921348314606742
91914407.png,rotation_legere,fort,contraste_seul,0.3623417721518987,0.5321100917431193,0.6853932584269663,0.3146067415730337
91914407.png,rotation_legere,fort,binarisation_seule,0.370253164556962,0.5779816513761468,0.6067415730337079,0.3932584269662921
91914407.png,rotation_legere,fort,pipeline_complet,0.5332278481012658,0.6788990825688074,0.449438202247191,0.550561797752809
0011974919.png,rotation_legere,fort,aucun,0.9305177111716622,0.9814814814814815,0.019801980198019802,0.9801980198019802
0011974919.png,rotation_legere,fort,deskew_seul,0.44141689373297005,0.6481481481481481,0.6831683168316832,0.3168316831683168
0011974919.png,rotation_legere,fort,denoise_seul,0.9291553133514986,0.9814814814814815,0.019801980198019802,0.9801980198019802
0011974919.png,rotation_legere,fort,contraste_seul,1.0,1.0,0.0,1.0
0011974919.png,rotation_legere,fort,binarisation_seule,1.0,1.0,0.0,1.0
0011974919.png,rotation_legere,fort,pipeline_complet,0.5367847411444142,0.8148148148148148,0.3564356435643564,0.6435643564356436
01122115.png,rotation_legere,fort,aucun,0.6984705025491624,0.8723404255319149,0.453125,0.546875
01122115.png,rotation_legere,fort,deskew_seul,0.7225054624908959,0.851063829787234,0.609375,0.390625
01122115.png,rotation_legere,fort,denoise_seul,0.5302257829570284,0.7553191489361702,0.4739583333333333,0.5260416666666667
01122115.png,rotation_legere,fort,contraste_seul,0.6948288419519301,0.8581560283687943,0.4427083333333333,0.5572916666666667
01122115.png,rotation_legere,fort,binarisation_seule,0.6955571740713765,0.8687943262411347,0.3489583333333333,0.6510416666666667
01122115.png,rotation_legere,fort,pipeline_complet,0.718135469774217,0.9148936170212766,0.5364583333333334,0.46354166666666663
0060136394.png,rotation_legere,fort,aucun,1.0,1.0,0.0,1.0
0060136394.png,rotation_legere,fort,deskew_seul,0.7001795332136446,0.9294117647058824,0.38666666666666666,0.6133333333333333
0060136394.png,rotation_legere,fort,denoise_seul,0.8635547576301615,0.9529411764705882,0.05333333333333334,0.9466666666666667
0060136394.png,rotation_legere,fort,contraste_seul,0.9784560143626571,1.0,0.0,1.0
0060136394.png,rotation_legere,fort,binarisation_seule,0.9587073608617595,1.0,0.0,1.0
0060136394.png,rotation_legere,fort,pipeline_complet,0.755834829443447,0.8941176470588236,0.12,0.88
0060000813.png,rotation_legere,fort,aucun,0.8640226628895185,0.9904761904761905,0.015625,0.984375
0060000813.png,rotation_legere,fort,deskew_seul,0.7181303116147308,0.780952380952381,0.75,0.25
0060000813.png,rotation_legere,fort,denoise_seul,0.8626062322946175,0.9904761904761905,0.015625,0.984375
0060000813.png,rotation_legere,fort,contraste_seul,0.8016997167138811,0.9904761904761905,0.015625,0.984375
0060000813.png,rotation_legere,fort,binarisation_seule,1.0,1.0,0.0,1.0
0060000813.png,rotation_legere,fort,pipeline_complet,0.7549575070821529,0.9904761904761905,0.40625,0.59375
71601299.png,rotation_legere,fort,aucun,0.5370879120879121,0.7701612903225806,0.35064935064935066,0.6493506493506493
71601299.png,rotation_legere,fort,deskew_seul,0.25274725274725274,0.5201612903225806,0.6103896103896104,0.38961038961038963
71601299.png,rotation_legere,fort,denoise_seul,0.6167582417582418,0.7983870967741935,0.2987012987012987,0.7012987012987013
71601299.png,rotation_legere,fort,contraste_seul,0.6353021978021978,0.8225806451612904,0.2857142857142857,0.7142857142857143
71601299.png,rotation_legere,fort,binarisation_seule,0.7383241758241759,0.907258064516129,0.17532467532467533,0.8246753246753247
71601299.png,rotation_legere,fort,pipeline_complet,0.595467032967033,0.8104838709677419,0.2597402597402597,0.7402597402597403
0060024314.png,rotation_legere,fort,aucun,0.4330708661417323,0.6698113207547169,0.550561797752809,0.449438202247191
0060024314.png,rotation_legere,fort,deskew_seul,0.3989501312335958,0.6320754716981132,0.6629213483146067,0.3370786516853933
0060024314.png,rotation_legere,fort,denoise_seul,0.4356955380577428,0.6698113207547169,0.5056179775280899,0.4943820224719101
0060024314.png,rotation_legere,fort,contraste_seul,0.494750656167979,0.7547169811320755,0.43820224719101125,0.5617977528089888
0060024314.png,rotation_legere,fort,binarisation_seule,0.589238845144357,0.8207547169811321,0.2696629213483146,0.7303370786516854
0060024314.png,rotation_legere,fort,pipeline_complet,0.4816272965879265,0.839622641509434,0.30337078651685395,0.696629213483146
92314414.png,faible_contraste,faible,aucun,0.22792022792022792,0.3333333333333333,0.8235294117647058,0.17647058823529416
92314414.png,faible_contraste,faible,deskew_seul,0.25925925925925924,0.4083333333333333,0.7647058823529411,0.23529411764705888
92314414.png,faible_contraste,faible,denoise_seul,0.23219373219373218,0.32916666666666666,0.8294117647058824,0.1705882352941176
92314414.png,faible_contraste,faible,contraste_seul,0.23076923076923078,0.3375,0.8294117647058824,0.1705882352941176
92314414.png,faible_contraste,faible,binarisation_seule,0.23219373219373218,0.3375,0.7823529411764706,0.21764705882352942
92314414.png,faible_contraste,faible,pipeline_complet,0.28917378917378916,0.5041666666666667,0.611764705882353,0.388235294117647
92094746.png,faible_contraste,faible,aucun,0.5459518599562363,0.7105263157894737,0.6166666666666667,0.3833333333333333
92094746.png,faible_contraste,faible,deskew_seul,0.5842450765864332,0.7631578947368421,0.5916666666666667,0.4083333333333333
92094746.png,faible_contraste,faible,denoise_seul,0.5601750547045952,0.6973684210526315,0.6,0.4
92094746.png,faible_contraste,faible,contraste_seul,0.5579868708971554,0.7105263157894737,0.6083333333333333,0.3916666666666667
92094746.png,faible_contraste,faible,binarisation_seule,0.6039387308533917,0.7763157894736842,0.5083333333333333,0.4916666666666667
92094746.png,faible_contraste,faible,pipeline_complet,0.7439824945295405,0.9276315789473685,0.2,0.8
0000971160.png,faible_contraste,faible,aucun,0.15690376569037656,0.35172413793103446,0.7413793103448276,0.2586206896551724
0000971160.png,faible_contraste,faible,deskew_seul,0.15690376569037656,0.35172413793103446,0.7413793103448276,0.2586206896551724
0000971160.png,faible_contraste,faible,denoise_seul,0.1589958158995816,0.3586206896551724,0.7413793103448276,0.2586206896551724
0000971160.png,faible_contraste,faible,contraste_seul,0.16422594142259414,0.3724137931034483,0.7155172413793104,0.2844827586206896
0000971160.png,faible_contraste,faible,binarisation_seule,0.18828451882845187,0.47586206896551725,0.6120689655172413,0.3879310344827587
0000971160.png,faible_contraste,faible,pipeline_complet,0.9916317991631799,1.0,0.0,1.0
11875011.png,faible_contraste,faible,aucun,0.1815856777493606,0.24293785310734464,0.8869565217391304,0.11304347826086958
11875011.png,faible_contraste,faible,deskew_seul,0.18073316283034954,0.2711864406779661,0.8869565217391304,0.11304347826086958
11875011.png,faible_contraste,faible,denoise_seul,0.1824381926683717,0.2542372881355932,0.8608695652173913,0.13913043478260867
11875011.png,faible_contraste,faible,contraste_seul,0.1824381926683717,0.24293785310734464,0.8869565217391304,0.11304347826086958
11875011.png,faible_contraste,faible,binarisation_seule,0.1977834612105712,0.3220338983050847,0.8173913043478261,0.18260869565217386
11875011.png,faible_contraste,faible,pipeline_complet,0.5157715260017051,0.6892655367231638,0.4608695652173913,0.5391304347826087
91391310.png,faible_contraste,faible,aucun,0.6178343949044586,0.6818181818181818,0.7088607594936709,0.2911392405063291
91391310.png,faible_contraste,faible,deskew_seul,0.5031847133757962,0.7840909090909091,0.5949367088607594,0.40506329113924056
91391310.png,faible_contraste,faible,denoise_seul,0.6146496815286624,0.6818181818181818,0.6962025316455697,0.30379746835443033
91391310.png,faible_contraste,faible,contraste_seul,0.6130573248407644,0.6931818181818182,0.6835443037974683,0.31645569620253167
91391310.png,faible_contraste,faible,binarisation_seule,0.6242038216560509,0.7727272727272727,0.6582278481012658,0.3417721518987342
91391310.png,faible_contraste,faible,pipeline_complet,0.4840764331210191,0.8636363636363636,0.3924050632911392,0.6075949367088608
0001118259.png,faible_contraste,faible,aucun,0.5062761506276151,0.7555555555555555,0.3,0.7
0001118259.png,faible_contraste,faible,deskew_seul,0.5502092050209205,0.7555555555555555,0.31666666666666665,0.6833333333333333
0001118259.png,faible_contraste,faible,denoise_seul,0.5355648535564853,0.7666666666666667,0.3333333333333333,0.6666666666666667
0001118259.png,faible_contraste,faible,contraste_seul,0.6694560669456067,0.8555555555555555,0.2833333333333333,0.7166666666666667
0001118259.png,faible_contraste,faible,binarisation_seule,0.6297071129707112,0.8555555555555555,0.3,0.7
0001118259.png,faible_contraste,faible,pipeline_complet,0.5292887029288703,0.8111111111111111,0.4166666666666667,0.5833333333333333
0011976929.png,faible_contraste,faible,aucun,0.2334047109207709,0.4125,0.7183098591549296,0.2816901408450704
0011976929.png,faible_contraste,faible,deskew_seul,0.38329764453961457,0.475,0.7323943661971831,0.2676056338028169
0011976929.png,faible_contraste,faible,denoise_seul,0.2334047109207709,0.4125,0.7323943661971831,0.2676056338028169
0011976929.png,faible_contraste,faible,contraste_seul,0.2334047109207709,0.4,0.7323943661971831,0.2676056338028169
0011976929.png,faible_contraste,faible,binarisation_seule,0.26552462526766596,0.5125,0.6197183098591549,0.3802816901408451
0011976929.png,faible_contraste,faible,pipeline_complet,0.4004282655246253,0.7375,0.323943661971831,0.676056338028169
71341634.png,faible_contraste,faible,aucun,0.7904022582921666,0.9876543209876543,0.1941747572815534,0.8058252427184466
71341634.png,faible_contraste,faible,deskew_seul,0.7875793930839803,0.9876543209876543,0.0825242718446602,0.9174757281553398
71341634.png,faible_contraste,faible,denoise_seul,0.8002822865208187,0.9876543209876543,0.21844660194174756,0.7815533980582524
71341634.png,faible_contraste,faible,contraste_seul,0.8002822865208187,0.9876543209876543,0.23300970873786409,0.7669902912621359
71341634.png,faible_contraste,faible,binarisation_seule,0.7791107974594214,0.9876543209876543,0.16019417475728157,0.8398058252427184
