document,degradation,level,pipeline,cer,wer,taux_mots_detectes,taux_mots_manquants
0001209043.png,flou_gaussien,faible,aucun,0.8137019230769231,0.9172413793103448,0.16535433070866143,0.8346456692913385
0001209043.png,flou_gaussien,faible,deskew_seul,0.609375,0.7862068965517242,0.33070866141732286,0.6692913385826771
0001209043.png,flou_gaussien,faible,denoise_seul,0.7776442307692307,0.8896551724137931,0.18110236220472442,0.8188976377952756
0001209043.png,flou_gaussien,faible,contraste_seul,0.8173076923076923,0.9310344827586207,0.14960629921259844,0.8503937007874016
0001209043.png,flou_gaussien,faible,binarisation_seule,0.6550480769230769,0.9655172413793104,0.25196850393700787,0.7480314960629921
0001209043.png,flou_gaussien,faible,pipeline_complet,0.7019230769230769,0.9862068965517241,0.1968503937007874,0.8031496062992126
0011859695.png,flou_gaussien,faible,aucun,0.43742255266418834,0.6484375,0.4424778761061947,0.5575221238938053
0011859695.png,flou_gaussien,faible,deskew_seul,0.43742255266418834,0.6484375,0.4424778761061947,0.5575221238938053
0011859695.png,flou_gaussien,faible,denoise_seul,0.4745972738537794,0.7734375,0.2831858407079646,0.7168141592920354
0011859695.png,flou_gaussien,faible,contraste_seul,0.4138785625774473,0.625,0.4690265486725664,0.5309734513274336
0011859695.png,flou_gaussien,faible,binarisation_seule,0.4721189591078067,0.8125,0.2920353982300885,0.7079646017699115
0011859695.png,flou_gaussien,faible,pipeline_complet,0.6121437422552665,0.8671875,0.1504424778761062,0.8495575221238938
0060255888.png,flou_gaussien,faible,aucun,0.3353437876960193,0.5373134328358209,0.5192307692307693,0.4807692307692307
0060255888.png,flou_gaussien,faible,deskew_seul,0.3353437876960193,0.5373134328358209,0.5192307692307693,0.4807692307692307
0060255888.png,flou_gaussien,faible,denoise_seul,0.4161640530759952,0.6268656716417911,0.4519230769230769,0.5480769230769231
0060255888.png,flou_gaussien,faible,contraste_seul,0.32448733413751507,0.5522388059701493,0.5192307692307693,0.4807692307692307
0060255888.png,flou_gaussien,faible,binarisation_seule,0.4378769601930036,0.753731343283582,0.34615384615384615,0.6538461538461539
0060255888.png,flou_gaussien,faible,pipeline_complet,0.49215922798552475,0.835820895522388,0.21153846153846154,0.7884615384615384
0060308251.png,flou_gaussien,faible,aucun,0.6519823788546255,0.8913043478260869,0.21212121212121213,0.7878787878787878
0060308251.png,flou_gaussien,faible,deskew_seul,0.6519823788546255,0.8913043478260869,0.21212121212121213,0.7878787878787878
0060308251.png,flou_gaussien,faible,denoise_seul,0.6828193832599119,0.8695652173913043,0.18181818181818182,0.8181818181818181
0060308251.png,flou_gaussien,faible,contraste_seul,0.6387665198237885,0.8695652173913043,0.2727272727272727,0.7272727272727273
0060308251.png,flou_gaussien,faible,binarisation_seule,0.748898678414097,0.9782608695652174,0.06060606060606061,0.9393939393939394
0060308251.png,flou_gaussien,faible,pipeline_complet,0.7180616740088106,0.9782608695652174,0.030303030303030304,0.9696969696969697
91914407.png,flou_gaussien,moyen,aucun,0.9129746835443038,0.9908256880733946,0.011235955056179775,0.9887640449438202
91914407.png,flou_gaussien,moyen,deskew_seul,0.9968354430379747,1.0,0.0,1.0
91914407.png,flou_gaussien,moyen,denoise_seul,1.0,1.0,0.0,1.0
91914407.png,flou_gaussien,moyen,contraste_seul,1.0,1.0,0.0,1.0
91914407.png,flou_gaussien,moyen,binarisation_seule,0.7879746835443038,0.9724770642201835,0.0449438202247191,0.9550561797752809
91914407.png,flou_gaussien,moyen,pipeline_complet,0.8607594936708861,0.981651376146789,0.02247191011235955,0.9775280898876404
0001129658.png,flou_gaussien,moyen,aucun,1.0,1.0,0.0,1.0
0001129658.png,flou_gaussien,moyen,deskew_seul,0.9958734525447043,1.0,0.0,1.0
0001129658.png,flou_gaussien,moyen,denoise_seul,1.0,1.0,0.0,1.0
0001129658.png,flou_gaussien,moyen,contraste_seul,1.0,1.0,0.0,1.0
0001129658.png,flou_gaussien,moyen,binarisation_seule,0.8528198074277854,0.9836065573770492,0.02,0.98
0001129658.png,flou_gaussien,moyen,pipeline_complet,0.9511691884456671,0.9959016393442623,0.005,0.995
92657391.png,flou_gaussien,moyen,aucun,0.8694444444444445,1.0,0.0,1.0
92657391.png,flou_gaussien,moyen,deskew_seul,0.8819444444444444,1.0,0.0,1.0
92657391.png,flou_gaussien,moyen,denoise_seul,0.8722222222222222,0.9923664122137404,0.01818181818181818,0.9818181818181818
92657391.png,flou_gaussien,moyen,contraste_seul,0.8930555555555556,1.0,0.0,1.0
92657391.png,flou_gaussien,moyen,binarisation_seule,0.7486111111111111,0.9770992366412213,0.045454545454545456,0.9545454545454546
92657391.png,flou_gaussien,moyen,pipeline_complet,0.7930555555555555,0.9923664122137404,0.02727272727272727,0.9727272727272728
0060136394.png,flou_gaussien,moyen,aucun,0.9533213644524237,1.0,0.0,1.0
0060136394.png,flou_gaussien,moyen,deskew_seul,0.9533213644524237,1.0,0.0,1.0
0060136394.png,flou_gaussien,moyen,denoise_seul,0.9245960502692998,1.0,0.0,1.0
0060136394.png,flou_gaussien,moyen,contraste_seul,1.0,1.0,0.0,1.0
0060136394.png,flou_gaussien,moyen,binarisation_seule,0.8653500897666068,0.9882352941176471,0.013333333333333334,0.9866666666666667
0060136394.png,flou_gaussien,moyen,pipeline_complet,0.8671454219030521,1.0,0.0,1.0
92327794.png,flou_gaussien,moyen,aucun,0.9441964285714286,0.987012987012987,0.014705882352941176,0.9852941176470589
92327794.png,flou_gaussien,moyen,deskew_seul,1.0,1.0,0.0,1.0
92327794.png,flou_gaussien,moyen,denoise_seul,1.0,1.0,0.0,1.0
92327794.png,flou_gaussien,moyen,contraste_seul,0.9866071428571429,1.0,0.0,1.0
92327794.png,flou_gaussien,moyen,binarisation_seule,0.9598214285714286,1.0,0.0,1.0
92327794.png,flou_gaussien,moyen,pipeline_complet,0.9441964285714286,1.0,0.0,1.0
82254638.png,flou_gaussien,moyen,aucun,0.9747596153846154,1.0,0.0,1.0
82254638.png,flou_gaussien,moyen,deskew_seul,1.0,1.0,0.0,1.0
82254638.png,flou_gaussien,moyen,denoise_seul,1.0,1.0,0.0,1.0
82254638.png,flou_gaussien,moyen,contraste_seul,1.0,1.0,0.0,1.0
82254638.png,flou_gaussien,moyen,binarisation_seule,0.8485576923076923,1.0,0.009615384615384616,0.9903846153846154
82254638.png,flou_gaussien,moyen,pipeline_complet,0.9387019230769231,1.0,0.0,1.0
0060262650.png,flou_gaussien,moyen,aucun,1.0,1.0,0.0,1.0
0060262650.png,flou_gaussien,moyen,deskew_seul,1.0,1.0,0.0,1.0
0060262650.png,flou_gaussien,moyen,denoise_seul,1.0,1.0,0.0,1.0
0060262650.png,flou_gaussien,moyen,contraste_seul,0.9909326424870466,1.0,0.0,1.0
0060262650.png,flou_gaussien,moyen,binarisation_seule,0.7933937823834197,0.9866666666666667,0.028901734104046242,0.9710982658959537
0060262650.png,flou_gaussien,moyen,pipeline_complet,1.0,1.0,0.0,1.0
